Comment,Object,Label,Predicted_Objects
vẫn cười là đời tươi,[],0.0,[]
tsubasa cười nhẹ,[],0.0,['tsubasa']
xin tê nhạc,[],0.0,[]
thốn đến tận rốn,[],0.0,[]
cột dọc chứ có phải xà ngang đâu,[],0.0,[]
pha cuối thốn,[],0.0,[]
hự,[],0.0,[]
khi đi vệ sinh,[],0.0,[]
cristiano ronaldo giỏi quá,[],1.0,[]
thua nunez hết,['darwin nuez'],1.0,[]
sút tận 2 trái vô luôn,[],0.0,[]
anh ta đá 3 trái vào khung thành 1 kiệt tác,[],0.0,[]
ramsey,['ramsey'],1.0,[]
"dặc cập , bãi dế",[],0.0,[]
xin name bản remix này vệ sinh ạ,[],0.0,[]
thấy thốn online luôn,[],0.0,[]
ramsey sút trúng xà ngang,['ramsey'],0.0,[]
sao lại 3 quả,[],0.0,[]
sút cả 3 quả,[],0.0,[]
thiên kim sang sik nào cua được aấy đổi tên tuongg vyy xem đến cuối đi các cậu,[],0.0,[]
cái đó là cột dọc,[],0.0,[]
ra đường được luôn,[],0.0,[]
tadic với kỹ năng đặc biệt đó là sút 3 bóng,[],0.0,[]
rồi có thật không,[],0.0,[]
nhìn thốn dùm,[],0.0,[]
rồi bó vậy tới gỡ ra thì sao,[],0.0,[]
sao mặt ổng nhăn vậy,[],0.0,[]
vợ ổng sẽ thế nào,[],0.0,[]
vô conan movie tiền đạo số 11 là ngon,[],0.0,[]
cứu 1 mất 2,[],0.0,[]
bóng trúng cột dọc,[],0.0,[]
cái đó cột dọc mà,[],0.0,[]
vô một lần ba quả,[],0.0,[]
xà ngang sút anh,[],0.0,[]
chu choe xem đến cuối,[],0.0,[]
ai có ảnh cái anh ở re sút sà ngang không,[],0.0,[]
khỏi có con,[],0.0,[]
văn toàn siêu phẩm hụt,[],0.0,[]
thật chứ,[],0.0,[]
ui,[],0.0,[]
wow,[],1.0,[]
wow,[],1.0,[]
kk,[],1.0,[]
𓃵ronaldo 𓃟messi,['cristiano ronaldo' ' messi'],1.0,['𓃵ronaldo' '𓃟messi']
dusan tadic phải không,['tadic'],0.0,[]
gulder đẹp trai vậy,[],1.0,['gulder']
cung khủ,[],0.0,[]
cái tay,[],0.0,[]
meii cần xem đến cuối,[],0.0,[]
na real madrid đó,[],0.0,[]
thaochiᥫ 1trăm45mét xem đến cuối,[],0.0,[]
tsubasa sút trúng xà ngang,[],0.0,['tsubasa']
xà này thốn nhể,[],0.0,[]
thốn,[],0.0,[]
đã he,[],0.0,[]
nhật huy um,[],0.0,['nhật' 'huy']
trịnh trung hiếu cuối video,[],0.0,[]
mất luôn thằng em rồi,[],2.0,[]
khúc cuối hài,[],0.0,[]
chơi luôn cây cột dọc,[],0.0,[]
không đau,[],0.0,[]
sút vào nhưng gãy cột dọc,[],0.0,[]
tasubasa sút vào xà ngang,[],0.0,['tasubasa']
pha cuối đã phê,[],0.0,[]
vạn sự bình an,[],0.0,[]
khó thế cũng làm được,[],0.0,[]
hello,[],0.0,['hello']
và từ đó,[],0.0,[]
solo cột dọc,[],0.0,[]
là xà ngang dữ chưa,[],0.0,[]
em tao kìa,[],0.0,[]
nước xem hết,[],0.0,[]
ối,[],0.0,[]
khi bóng vào cột,[],0.0,[]
cứ bó bột,[],0.0,[]
tnga mhà ngọc hân 17th5 coi hết video nha,[],0.0,['nga' 'ngọc' 'hân']
khi ramsay sút trúng xà ngang,['ramsey'],0.0,[]
얼음 thốn,[],0.0,['thốn']
đau 10 nhục,[],0.0,[]
cristiano ronaldo tú hoàng anh 6b,['cristiano ronaldo'],1.0,[]
trời ơi mất anh này ngầu quá,[],1.0,[]
2 viên bỉ cột dọc mà phải xà ngang đâu,[],0.0,[]
hoạ mi ngừng hót,[],0.0,[]
anhtuanart_k13 xuka biết nói đoan trang 𝙠𝙣𝙜𝙪𝙮𝙚𝙣𝙣 𝙷𝚎𝚊𝚛 bo ảnh cuối,[],0.0,['tuanart']
chó điên ê ý làcoi tới cuối,[],0.0,[]
tấn hậu,[],0.0,[]
ừ thì cũng bóng trúng cột,[],0.0,[]
rồi đi vệ sinh thì sao,[],0.0,[]
to đấy,[],0.0,[]
rồi đi ấy kiểu gì,[],0.0,[]
ban đầu tao đọc ra xà phòng ngang,[],0.0,[]
khả năng đi khâu ấy á,[],0.0,[]
mỗi thằng có một cái thôi cẩn thận mất là ổn đầy bia,[],2.0,[]
nát,[],0.0,[]
bự vãi ò,[],0.0,[]
ảnh cuối thốn quá,[],0.0,[]
to phết,[],0.0,[]
thốn tận dốn,[],0.0,[]
thốn,[],0.0,[]
vào cái chỗ không thể ngờ tới,[],0.0,[]
ổng đường cầm cái gì vậy,[],0.0,[]
ɞ亗mạnh ¹⁴⁹quang xem đên cuoi,[],0.0,[]
thấm,[],0.0,[]
sao to vậy việt nam,[],0.0,['việt' 'nam']
được của ló,[],0.0,[]
trời ơi,[],0.0,[]
tưởng đá với việt nam,[],0.0,['việt' 'nam']
đông nụ cười dần tắt xem toiws cuối ví dụ,[],0.0,[]
rồi sao trên đó có chữ kí,[],0.0,[]
to,[],0.0,[]
vãi,[],0.0,[]
to,[],0.0,[]
vãi,[],0.0,[]
chém xà ngang,[],0.0,[]
cây cột bú,[],0.0,[]
yêu bản thân cả anh bó cu,[],0.0,[]
không phải 1 quả bóng đập đâu mà tận 2,[],0.0,[]
phạm gia triệu cười điên mày oii,[],0.0,['phạm' 'gia' 'triệu']
sút 1 vỡ 2,[],0.0,[]
1 bum,[],0.0,[]
"trời ơi không ngờ tới, cừ điên",[],0.0,[]
dài phết,[],0.0,[]
hay mới biết thọt ấy là to lên,[],0.0,[]
cái đó dài vậy,[],0.0,[]
gãy chân giữa à,[],0.0,[]
chậpnhưng ăn một bàn,[],0.0,[]
cột dọc chắc ơi đéo biết phân biệt à,[],0.0,[]
phê vãi,[],0.0,[]
cú đá bẻ lái,[],0.0,[]
kiên chổi của bóng đá arda guler,['arda guler'],0.0,['da']
bị chê môi dày,[],2.0,[]
sinh con được không anh,[],0.0,[]
"trời ạ,đã bị bó bột rồi mà còn thêm chữ kí nữa làm nó nổi bật hơn",[],0.0,[]
chim đại bàng,[],0.0,[]
cuộc chiến 2 cây xà,[],0.0,[]
xúc xích nhân tạo,[],0.0,[]
sút vào xà,[],0.0,[]
hoạ mi không còn gáy nữa,[],0.0,[]
gũ cay,[],0.0,[]
chắc đau lấm nhỉ,[],0.0,[]
bể chứng,[],0.0,[]
ăn ba quả,[],0.0,[]
ông thứ 4 nhìn giông kiên chổi,[],0.0,[]
ghi được bàn nhưng mất nòi,[],0.0,[]
vỡ cà,[],0.0,[]
nu cát,[],0.0,['nu' 'cát']
2 trái vô 1 trúng xà,[],0.0,[]
cristiano ronaldo vào manchester united đi,['cristiano ronaldo'],0.0,['manchester' 'united']
cảm giác ấy quan,[],0.0,[]
ederson của thầy hay quá,['edeson moraes'],1.0,[]
cháu cảm ơn,[],0.0,[]
thủ môn đâu tiến nhận quả bóng vàng,[],1.0,[]
vậy ông nào ghi nhiều bàn nhất năm âm lịch,[],0.0,[]
roberto carlos thì sao,['robert carlos'],1.0,[]
phát bóng bằng một tay kìa anh,[],1.0,[]
hâm mộ bóng đá đẹp trai nhất is me,[],0.0,[]
phát mạnh thật,[],1.0,[]
thế có tính là trái penalty không anh em,[],0.0,[]
tự hào về manchester city,['manchester city'],1.0,['manchester' 'city']
hay quá,[],1.0,[]
quá đỉnh,[],1.0,[]
siu,[],1.0,[]
trong lớp có mỗi tao là con gái thích đá bóng,[],0.0,[]
phát cao thế,[],1.0,[]
robert carlos thì sao nhỉ,['robert carlos'],1.0,[]
thủ môn,[],1.0,[]
chả bù cho mất ông việt nam,['việt nam'],2.0,['việt' 'nam']
thua việt nam cả,['việt nam'],2.0,['việt' 'nam']
kinh,[],1.0,[]
kinh điển,[],1.0,[]
thủ môn ném bóng quá đỉnh luôn,[],1.0,[]
cú đánh đầu cao nhất thế giới 2m93 của cristiano ronaldo,['cristiano ronaldo'],1.0,['ronaldo']
đỉnh của chop,[],1.0,[]
tay khoẻ vậy,[],1.0,[]
cao thật,[],1.0,[]
đỉnh thật,[],1.0,[]
cầu thủ tấu hài nhất,[],1.0,[]
siêu khoẻ,[],1.0,[]
quá hay,[],1.0,[]
tính ra ông thủ môn còn nhiều bàn thắng hơn anh antony xoay compa,['Antony'],1.0,[]
tôi ra sân nhanh nhất,[],0.0,[]
thủ môn đỉnh hóa,[],1.0,[]
được,[],1.0,[]
petrovic hơn nhiều,['petrovic'],1.0,[]
thủ môn iran,[],1.0,['iran']
siuu,[],1.0,[]
không thể tin được,[],0.0,[]
penta nhanh nhất poker hattrick ghi nhiều bàn từ ghế dự bị,[],1.0,[]
messi,['messi'],1.0,[]
messi,['messi'],1.0,[]
woa,[],1.0,[]
ederson,['edeson moraes'],1.0,['on']
đi có chắc miura kota kìa,['miura kota'],0.0,[]
công nhận ngay sinh em,[],0.0,[]
neuer,['manel neuer'],1.0,[]
vipp vậy,[],1.0,[]
đăng cấp,[],1.0,[]
wow,[],1.0,[]
tốt,[],1.0,[]
ohh 写真,[],1.0,[]
hâm mộ manchester city điểm ranh anh em ê,['manchester city'],1.0,['manchester' 'city']
vấp cỏ nhiều nhất cristiano ronaldo,['cristiano ronaldo'],2.0,[]
đờ ge anh nạn nhân thảm nhất của cristiano ronaldo,['david de gea' ' cristiano ronaldo '],0.0,[]
cristiano ronaldo cả đống kỹ lục hay đéo lấy đi cái xàm lồn,['cristinano ronaldo'],1.0,[]
kinh khủng,[],1.0,[]
ném kinh khủng,[],1.0,[]
đằng sao ông già có chữ việt nam,[],0.0,['việt' 'nam']
giải vô địch châu âu 2024 tại đức tài 25 ft bỉ 1 phạt góc 9,[],0.0,['địch' 'châu' 'âu' '2024']
manchester united or city,['manchester united' ' manchester city '],1.0,['manchester' 'united' 'or' 'city']
tôi vừa thích manchester united city,['manchester united' ' manchester city '],1.0,['manchester' 'united' 'city']
quá ghê gớm,[],1.0,[]
hulk,['hulk'],1.0,['hulk']
cứ nhắc đến rabona là tao chỉ nghĩ mỗi di dimaria,['dimaria'],0.0,[]
travela và rabona khó ai qua được ricardo quaresma,['quaresma'],1.0,[]
dimaria bậc thầy về chiêu này,['dimarina'],1.0,['dimaria']
rabona thì nghĩ đến dimaria còn trivela ricardo quaresma,['dimaria' ' quaresma'],1.0,[]
kỹ năng này thì phải gọi ricardo quaresma bằng cụ,['quaresma'],1.0,[]
rabona tôi chỉ nghĩ tới di dimaria và cristiano ronaldo,['dimaria'],1.0,[]
rabona cứ phải xem cristiano ronaldo,['cristiano ronaldo'],1.0,[]
kỹ năng này dimaria quá nghệ rồi,['dimaria'],1.0,[]
cristiano ronaldo tao kỹ năng nào cũng có hết và thành bàn,['cristiano ronaldo'],1.0,[]
đẹp mắt sẽ là ricardo quaresma nhưng hiệu quả di dimaria,['quaresma' ' dimaria'],1.0,[]
nhin hoài không thay messi,['messi'],0.0,[]
rabona tôi thấy dimaria đá nhiều nhất,['dimaria'],1.0,[]
mất chắc ơi ricardo quaresma rabona hơi bị đỉnh chỉ vì trivela quá hay nên không ai nhớ thôi,['quaresma'],1.0,[]
mới thấy video quay đến đôi chân mình nghĩ ngay tới dimaria,['dimaria'],1.0,['maria']
rabona thì chỉ có dimaria và lamela nhìn cristiano ronaldo nó chán,['dimaria' ' lamela' ' cristiano ronaldo'],2.0,[]
baloteli đâu cristiano ronaldo múa quạt anh,['mario balotelli' ' cristiano ronaldo '],2.0,['baloteli']
hổng ai nhắc đến lamela,['lamela'],1.0,[]
kỹ năng này dimaria là trùm roi,['dimaria'],1.0,[]
vẫn thích rabona của ricardo quaresma với di dimaria,['quaresma' ' dimaria'],1.0,['di' 'dimaria']
rabona đẹp mắt thật nhưng mình vẫn thích chop hơn,[],1.0,[]
trivela thì ricardo quaresma còn rabona là angel di dimaria,['quaresma' ' dimaria'],1.0,[]
lamela thời còn đá cho tottenham hotspur ghi 1 quả vào lưới arsenal đúng ảo luôn,['lamela'],1.0,['lamela' 'tottenham' 'hotspur' 'arsenal']
ông thần lamela rời gà trống nước anh sang tây ban nha hợp phong thủy phết quả ghi bàn khá đẹp,['lamela'],1.0,['anh' 'tây' 'ban' 'nha']
dimaria ông hoàng rabona,['dimaria'],1.0,[]
dimaria vẫn là đỉnh nhất,['dimaria'],1.0,[]
dimaria thần tượng bóng đá trong lòng của tôi,['dimaria'],1.0,['dimaria']
trong tất cả thì dimaria mãi chất,['dimaria'],1.0,[]
về cái này dimaria vip nhất rồi,['dimaria'],1.0,[]
dimaria dẻo khỏi nói,['dimaria'],1.0,[]
thấy kỹ năng rabona này thì dimaría phô diễn là nghệ nhất,['dimaria'],1.0,[]
rabona thật sự rất hiệu quả khi bóng bên chân không thuận,[],1.0,[]
rabona thì nghĩ ngay đến di dimaria còn trivela ricardo quaresma,['dimaria' ' quaresma'],1.0,[]
văn toàn ông thuận chân phải,[],0.0,[]
anh em ai còn nhớ lamela của tottenham ghi bàn kiểu rabona này không,['lamele'],1.0,[]
dimaria mới là số 1 cho kỹ năng này,['dimaria'],1.0,['dimaria']
2 bàn rabona của lamela quá bén,['lamela'],1.0,[]
"quả của lewan đẹp nhất,nhưng dimaria mới là đỉnh",['lewandowski' ' lamela'],1.0,[]
di dimaria phải nói là đẳng cấp rabona,['dimaria'],1.0,[]
kỹ năng này dimaria đỉnh nhất rồi cỡ nào cũng chơi được mà,['dimaria'],1.0,[]
dimaria thuận chân trái kiểu cực đoan,['dimaria'],2.0,['dimaria']
dimaria hay làm chiêu này lắm,['dimaria'],1.0,['dimaria']
nhạc tên gì vậy ạ,[],0.0,[]
hayy nhaa,[],1.0,[]
quả của lamela là ảo nhất và khó,['lamela'],1.0,[]
ui dăm ba cái kỹ năng này tôi làm không được,[],0.0,[]
sao không có baloteli,['mario balotelli'],1.0,[]
đỉnh nhất là của mariothế mà clip này lại không có,['mario balotelli'],1.0,[]
quả của lamela ảo diệu thật,['lamela'],1.0,[]
messi chưa có kỹ năng này nhỉ,['messi'],0.0,[]
hôm xem hết trận arsenal với tottenham hotspur lamela sút quả rabona đúng đỉnh thậtcả quán cafe phải ồ lên mà,['lamela'],1.0,['arsenal' 'tottenham' 'hotspur' 'lamela']
vẫn là kỹ năng quen thuộc của di dimaria,['dimaria'],1.0,[]
baoloteli đâu ta,['mario balotelli'],0.0,[]
rabona là tôi nghĩ liền tới kaka di dimaria,['dimaria'],1.0,['ka' 'di' 'dimaria']
kaka mãi đỉnh,[],1.0,[]
còn indonesia nửa,[],1.0,['indonesia']
quả của lamela đỉnh luôn,['lamela'],1.0,[]
dimarria mãi đẳng cấp,['dimaria'],1.0,[]
nghệ,[],1.0,[]
neymar jr nhiều kỹ thuật nhất trong bóng đá,['neyma jr'],1.0,[]
sao đá được cú đó nhỉ,[],1.0,[]
nhìn đôi chân đá rabona là biết ai liền di dimaria,['dimaria'],1.0,[]
cristiano ronaldo vẫn cứ là mải đỉnh,['cristiano ronaldo'],1.0,[]
đẳng sao cấp,[],1.0,[]
vẫn nhớ quả của lamela,['lamela'],0.0,[]
kaka,[],1.0,['kaka']
kỹ năng này hình như giành riêng cho dimaria,['dimaria'],1.0,['dimaria']
tôi thấy messi chưa từng làm,['messi'],2.0,[]
argentina thì chỉ có angel dimari là mãi đỉnh,['argentina' ' dimaria'],1.0,[]
cristiano ronaldo là màu mè nhất,['cristiano ronaldo'],2.0,[]
dimaria vẫn đỉnh nhất trong pha này,['dimaria'],1.0,['dimaria']
vào video đầu tiến thì biết ai là thầy rồi,[],0.0,[]
dimaria đúng là kỹ năng này mượt,['dimaria'],1.0,['dimaria']
nhắc đến argentina không lòng vòng chỉ biết mỗi di dimaria,['argentina' ' dimari'],1.0,[]
cristiano ronaldo đỉnh vậy,['cristiano ronaldo'],1.0,[]
có cầu thủ việt nam đá được kiểu móc đó chưa nhi,['việt nam'],0.0,['việt' 'nam']
em biết mỗi dimaria vệ sinh cristiano ronaldo,['dimaria' ' cristiano ronaldo'],0.0,[]
mbappe làm skin thẳng người vãi,['mbappe'],1.0,[]
pha của đấng đá dò này dính kìa té đâu,['lucas vaquez'],0.0,[]
chỉ có thể là di dimaria,['dimaria'],1.0,[]
thiếu boloteli,['balotelli'],0.0,[]
3 cầu thủ số 7,[],0.0,[]
di dimaria,['dimaria'],1.0,[]
đimaria kìa,['dimaria'],0.0,[]
đặc sản làm nên tên tuổi của di dimaria,['dimaria'],1.0,[]
nhớ hồi world cup cristiano ronaldo quẩy quá,[],1.0,[]
baloteli đâu,['balotelli'],0.0,[]
kết mỗi di dimaria,['dimaria'],1.0,[]
kỹ năng này thường sử dụng để tránh sai chân thuận,[],1.0,[]
thiên thâm của những trận cầu chung kết tiếc là phong độ anh không ổn định thì sẽ được vào hàng tuyệt phẩm rồi,[],0.0,[]
kỹ năng này đối với quá dễ dàng quả nào cũng trúngtrúng chân sân,[],1.0,[]
dimari đúng chỉ 1 chân,['dimaria'],1.0,['dimar']
dimaria,['dimaria'],1.0,['maria']
nói về kỹ năng của đội argentina không ai quá tôi đâu thật vi tính luôn đá móc chân này ngã kìa mới chịu,['argentina'],2.0,['ina']
kết trùm cuối,[],0.0,[]
về khoản này đó ai qua được kaka,[],1.0,[]
"thời cristiano ronaldo còn trẻ ở manchester united là hay dùng, nhắc tới argentina thì chỉ có thể di dimaria",['cristiano ronaldo' ' argentina'],0.0,['manchester' 'united']
việt nam nhìn vậy thôi chứ kỹ thuật này rất khó dễ chấn thương cổ châncần cả 1 sự tập luyệnấn tượng vệ sinh dimaria,['dimaria'],1.0,['việt' 'nam']
dimaria là trùm ido tôi,['dimaria'],1.0,['dimaria']
dọn cỗ vậy mà romelu lukaku giật mình sút vào gió chắc chửi rùm,['lukaku'],2.0,['romelu' 'lukaku']
di dimaria,['dimaria'],1.0,[]
argentina dùng kỹ năng rabona nhiều và điêu luyện nhất chỉ có di dimaria khó ai qua được,['argentina' ' dimaria'],1.0,[]
argentina thì dimaria top trái đất,['argentina'],1.0,['trái' 'đất']
tất cả quì trước di dimaria,['dimaria'],1.0,[]
dimaria đâu,['dimaria'],0.0,[]
trận chung kết nào mà dimaria ghi bàn thì auto vô địch,['dimaria'],1.0,['dimaria']
nhìn kiểu đá này là biết di dimaria không cần phải xem mặt,['dimaria'],1.0,[]
dimaria số 2 không ai dám 1,['dimaria'],1.0,[]
lamela đỉnh,['lamela'],1.0,[]
"này tớ làm được, thuần thục luôn",[],0.0,[]
những nghệ sĩ trên sân cỏ,[],1.0,[]
thiếu pha của anh cristiano ronaldo,['cristiano ronaldo'],1.0,[]
lamela mới đỉnh,['lamela'],1.0,[]
thiếu balotelli,['balotelli'],0.0,[]
quả của lamela đẹp mà các ông,['lamela'],1.0,[]
dimaria bá nhất rồi,['dimaria'],1.0,['di']
kaka quá đẳngcấp,[],0.0,[]
mất ông thuận chân phải thi được trái thì nguỵ biện,[],0.0,[]
di mariaa,['dimaria'],1.0,[]
dimaria,['dimaria'],1.0,['maria']
lewandoskii,['lewandoski'],1.0,[]
dimaria,['dimaria'],1.0,['maria']
bàn của lamela tuyệt đỉnh,['lamela'],1.0,[]
không có bàn của balotelli nhỉ,['balotelli'],0.0,[]
messi kìa,['messi'],0.0,[]
cristiano ronaldo,['cristiano ronaldo'],1.0,[]
satị không có à,[],0.0,[]
quả baloteli đảo chân mới hại não,['balotelli'],1.0,[]
cristiano ronaldo là fake rabona,['cristiano ronaldo'],2.0,[]
việt nam tim hộ vài videi với ạ,[],0.0,['nam']
sao bóng đá đông nam á không thấy ai dùng kỹ năng này nhỉ,[],0.0,['đông' 'nam' 'á']
cristiano ronaldo làm như lồn ơ,['cristiano ronaldo'],2.0,[]
cristiano ronaldo có kĩ thuật con cặc gì mà đăng nó lên,['cristiano ronaldo'],2.0,[]
thấy cristiano ronaldo cỏ hài vãi cặc,['cristiano ronaldo'],2.0,[]
kỹ năng này làm trên nền xi măng là xác định có máu,[],2.0,[]
đến đoạn kỹ năng của cristiano ronaldo phát khác bọt ngay,['cristiano ronaldo'],1.0,[]
argentina được sáng tạo bởi cầu thủ người ricardo infante 1948 các bố vào nhận mất ông bồ đào nha làm gì,['argentina'],0.0,[]
chân ricardo quaresma dẻo vãi cặc,['quaresma'],1.0,[]
di dimaria chúa tể rabona,['dimaria'],1.0,[]
messi trình thấp quá nên lo làm được nhưng sơ mớ bóng vàng admin,['messi'],2.0,[]
kỹ năng bo không hủy diệt ca cháu au,[],1.0,['au']
thằng cristiano ronaldo làm gì vậy,['cristiano ronaldo'],2.0,[]
lamela có 2 quả epic vãi cặc,['lamela'],1.0,[]
chiêu đó không thành thục là toan,[],2.0,[]
cristiano ronaldo tù nhất trong này,['cristiano ronaldo'],2.0,[]
cristiano ronaldo đẹp vãi cả lồn,['cristiano ronaldo'],1.0,[]
kỹ năng này thấy di dimaria ảo vãi cả lồn ra chứ,['dimaria'],1.0,[]
quả của lamela đồng đội ôm đầu méo tin vào,['lamela'],0.0,[]
cristiano ronaldo tạch rồi,['cristiano ronaldo'],2.0,[]
cristiano ronaldo gà nhất,['cristiano ronaldo'],2.0,[]
thânf đồng dimaria,['dimaria'],1.0,[]
cristiano ronaldo lồn thế,['cristiano ronaldo'],2.0,[]
cristiano ronaldo làm quần què gì vậy,['cristiano ronaldo'],2.0,[]
kỹ năng này ngoài đôi chân phù thủy di dimaria thì ai làm được,['dimaria'],1.0,[]
thích kiểu của kaka với phù thủy,[],1.0,[]
lần đầu tiến xem là cristiano ronaldo mới về manchester united,['cristiano ronaldo' ' manchester united'],1.0,['manchester' 'united']
xem mất anh kìa móc bóng thấy đẹp tới mpabe đi ra ngoài cảm xúc vãi cả lồn,['mbappe'],2.0,[]
kaka nghệ vãi cả lồn,['kaka'],1.0,[]
dimaria,['dimaria'],1.0,['maria']
dimaria,['dimaria'],1.0,['maria']
dimaria,['dimaria'],1.0,['maria']
dimaria,['dimaria'],1.0,['maria']
gavi nữa,['gavi'],0.0,[]
kante đâu,['kante'],0.0,[]
neymar nó ăn vạ nhất nhóm té có một chút mà la làng,['neymar'],2.0,[]
david de gea beckham,['david beckham'],1.0,[]
david beckham nhất rồi,['david beckham'],1.0,[]
mason mount đứng top,['mason mount'],1.0,['mason']
kaka đâu,['kaka'],0.0,[]
p2,[],0.0,[]
thiếu kaka,['kaka'],0.0,[]
marco reus,['marco reus'],1.0,[]
garnacho nữa,['garnacho'],0.0,[]
neymar mà mày bảo xấu kìa người ta là cầu thủ đẹp trai nhất làng bóng đá đấy,['neymar'],2.0,[]
không có dybala là dỡ rồi,['dybala'],2.0,[]
park hang seo 2,[],0.0,[]
david beckham indonesia mới đẹp dữ,['david beckham'],1.0,['david' 'beckham' 'indonesia']
2 người đẹp trai nhất làng túc cầu từ trước tới nay david de gea beckham ricardo kaka,['david beckham' ' ricardo' ' kaka'],1.0,[]
"kante top 1 nhá, thiếu là hơi giận đấy",['kante'],1.0,[]
cristiano ronaldo đâu,['cristiano ronaldo'],0.0,[]
david beckham đẹp nhất,['david beckham'],1.0,[]
foden đâu,['foden'],0.0,[]
kante của tôi đâu,['kante'],0.0,[]
kaka đâu,['kaka'],0.0,[]
kaka của tôi đâu,['kaka'],0.0,[]
thiếu tuinguyễn hoàng tuấn,[],0.0,['hoàng' 'tuấn']
kaka,['kaka'],1.0,['kaka']
kaka phải có,['kaka'],1.0,[]
kante đâu,['kante'],0.0,[]
park hang seo 2 nữa nha việt nam,[],0.0,['việt' 'nam']
xã hội,[],0.0,[]
kaká hồi còn thi đấu,['kaka'],0.0,['kaká']
bé út chọn một cầu thủ đẹp trai đi nào,[],0.0,[]
mmessi đâu,['messi'],0.0,[]
marcus rashford tóc uốn xoăn cộng màu,['marcus rashford'],1.0,[]
cristiano ronaldo đâu,['cristiano ronaldo'],0.0,[]
gavi foden đẹp mà,['folden'],1.0,[]
de jong đâu,['de jong'],0.0,['de' 'jong']
kaka đâu,['kaka'],0.0,[]
kan cute đâu,['kante'],0.0,['kan']
foden nữa,['foden'],0.0,[]
andrew robertson dybala,['robertson dybala'],1.0,[]
toby alderweilerd đâu,['toby alderweilerd'],0.0,[]
kaka,['kaka'],1.0,['kaka']
gavi,['gavi'],1.0,['gavi']
kaká vệ sinh joão fẽlix,['kaka'],0.0,[]
anh cristiano ronaldo đâu,['cristiano ronaldo'],0.0,[]
kante,['kante'],1.0,['kante']
felix proo,['felix'],1.0,[]
tram2003200,[],0.0,[]
n hay ậ không mày 88 tôi ừ w đi,[],0.0,[]
messi với cristiano ronaldo đá hay chứ đẹp trai vào sao nổi,['messi' ' cristiano ronaldo'],1.0,[]
tim ví dụ follow cho mình đi,[],0.0,[]
garnacho đâu,['garnacho'],0.0,[]
suarez đói nhăn răng,['suarez'],2.0,['suarez']
nhìn surez tội thế,['suarez'],2.0,['ez']
neymar bố ơi nhà mình sẽ có một chiếc xe hơi,['neymar'],1.0,['neymar']
"tỉ lệ cầu thủ ở brazil xuất thân giàu là 0,001",['brazil'],2.0,['brazil']
nhìn mặt suarez đúng kiểu không còn 1 ngàn,['suarez'],2.0,[]
nhìn suarez tội,['suarez'],2.0,[]
neymar bố ơi nhà mình sẽ có 1 chiếc xe hơi,['neymar'],0.0,['neymar']
messi thuộc gia đình khá giả nhé,['messi'],0.0,['ssi']
tôi thấy anh đạt vila khổ nhất,[],0.0,[]
kante xuất thân siêu nghèo luôn,['kante'],2.0,['kante']
suarez tội thế,['suarez'],2.0,['suarez']
sao không có ai bình thường hết nhở,[],0.0,[]
đến đoạn messi nghèo là thấy sai bét rồi,['messi'],2.0,[]
suarez nhìn chán vậy ba,['suarez'],2.0,['suarez']
messi mà nghèo hả,['messi'],0.0,[]
suarez khổ thế,['suarze'],2.0,[]
messi không giàu nhưng cũng nói nghèo khổ được,['messi'],0.0,[]
"messi đủ ăn mặc hả gì mà, phải không anh em",['messi'],0.0,[]
hugo lloris bắt đỉnh vãi,['hugo lloris'],1.0,[]
messi là đủ ăn chứ không đến lỗi nghèo khổ,['messi'],0.0,[]
messi cũng gần như khá giả mà,['messi'],0.0,[]
messi xuất thân từ một gia đình bình thường không giàu có và cũng quá nghèo khó,['messi'],0.0,['messi']
"messi không hẳn là nghèo giới trung lưu mà, đúng chữa bệnh hết nhiều nhưng thế cũng chứng tỏ nhà có tiền mà đấy chứ",['messi'],0.0,[]
cristiano ronaldo là tột nhất vì xém nữa anh không có trên đời,['cristiano ronaldo'],0.0,[]
pirlo khá giả thôi,['pirlo'],0.0,[]
"messi vệ sinh cristiano ronaldo cùng nghèo như nhau và họ đã trở thành 2 huyên thoại bóng đá hay nhất thế giới , xin hâm mộ đừng so sánh nữa mà hãy tận hưởng",['messi' ' cristiano ronaldo'],1.0,[]
nhà messi không phải thuộc diện nghèo đâu vẫn đủ ăn mà,['messi'],0.0,[]
messi giàu vãi mà bảo nghèo khổ,['messi'],2.0,[]
tao thấy ngược lại thì đúng hơn đấy,[],0.0,[]
modric cũng xuất thần nghèo khổđến gương mặt toát lên sự khắc khổ nữa,['modric'],0.0,['modric']
tuy mất anh nghèo nhưng tài năng ý chí các lớn,[],1.0,[]
messi trung lưu hay sao á,['messi'],0.0,[]
messi giàu mà ta,['messi'],1.0,[]
"pirlo có cả 1 trang trại trồng nho và hầm rượu vang xịn,",['pirlo'],1.0,[]
messi được barca nó nhận về từ năm 13 tuổi chả phải lo cái gì mà kêu nghèo,['messi' ' barca'],2.0,[]
những người xuất phát từ nghèo khổ sau này họ lại giỏi hơn kẻ giàu có,[],1.0,[]
trong đoa cristiano ronaldo có xuất thân đặc biệt nhất,['cristiano ronaldo'],0.0,[]
cristiano ronaldo thương nhất,['cristiano ronaldo'],1.0,[]
ney với messi mà nghèo khổ,['neymar' ' messi'],2.0,[]
